CURRENTDUE,SORTNAME,PROJECTTYPE,BUDGETEDEMPLOYEE,ROLE,DATERECEIVED,STATUS,GROUPS,DETAILBUDGETHOURS,CLTNUM,INCHARGE,PRIMARYPARTNER,DESCRIPTION,PREPARERPOOL,ENGDESC,SKILLLEVEL
4/15/2024,McDermott - Dietrich,Individual Income Tax,No Selection,Reviewer,,Waiting For Info,Germany,3,51211,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Senior
4/15/2024,McDermott - Dietrich,Individual Income Tax,Intern,Preparer,,Waiting For Info,Germany,7,51211,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,McDermott - Dietrich,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Germany,2,51211,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Manager
4/15/2024,Kirlin LLC,Individual Income Tax,Intern,Preparer,,Waiting For Info,ZZINDIV,5,51217,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,Kirlin LLC,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,ZZINDIV,2,51217,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,Kirlin LLC,Individual Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,ZZINDIV,1,51217,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Manager
4/15/2024,Krajcik GroupShanahan - Walker,Individual Income Tax,No Selection,Reviewer,,Waiting For Info,ZZINDIV,8,51219,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Senior
4/15/2024,Krajcik GroupShanahan - Walker,Individual Income Tax,"Paul, Cayson",Preparer,,Waiting For Info,ZZINDIV,10,51219,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Intern
4/15/2024,Krajcik GroupShanahan - Walker,Individual Income Tax,"Hubbard, Braden",Reviewer,,Waiting For Info,ZZINDIV,5,51219,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Partner
6/15/2024,Connelly LLC,Individual Income Tax,"Gutierrez, Joyce",Preparer,,Waiting For Info,Bohannon,2,492,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Associate
6/15/2024,Connelly LLC,Individual Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Bohannon,1,492,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
6/15/2024,Connelly LLC,Foreign Accounts Form 114,"Gutierrez, Joyce",Preparer,,Waiting For Info,Bohannon,1,492,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Associate
6/15/2024,Connelly LLC,Foreign Accounts Form 114,"Cummings, Sara",Reviewer,,Waiting For Info,Bohannon,1,492,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
4/15/2024,"Walker, Schaden and Russel",Individual Income Tax,No Selection,Reviewer,,Waiting For Info,Sokol,3,2179,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Supervisor
4/15/2024,"Walker, Schaden and Russel",Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Sokol,1.5,2179,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,"Walker, Schaden and Russel",Individual Income Tax,"Novak, Shelby",Preparer,,Waiting For Info,Sokol,4,2179,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,No Selection
12/31/2024,Batz - Wunsch,Miscellaneous,"Lugo, Kyree",Reviewer,,Waiting For Info,Kenney,0.3,51259,"Harrington, Celeste","Tapia, Maisie",,,Compilation,No Selection
11/15/2024,Larson Inc,Non-Profit Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,Bloch,5,51267,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Manager
11/15/2024,Larson Inc,Non-Profit Income Tax,"Ibarra, Dream",Reviewer,,Waiting For Info,Bloch,10,51267,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Senior
11/15/2024,Larson Inc,Non-Profit Income Tax,"McCall, Nelson",Preparer,,Waiting For Info,Bloch,15,51267,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Associate
4/15/2024,Heidenreich - Grimes,Individual Income Tax,"Gutierrez, Joyce",Preparer,,Waiting For Info,Fitzpatrick,4,51289,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Associate
4/15/2024,Heidenreich - Grimes,Individual Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Fitzpatrick,2,51289,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
9/15/2024,Smith LLC,Partnership Income Tax,No Selection,Preparer,,Extension Filed,Mcdaniels,0,51305,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Associate
9/15/2024,Smith LLC,Partnership Income Tax,"Brady, Ares",Reviewer,,Extension Filed,Mcdaniels,0,51305,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Manager
9/15/2024,Smith LLC,Partnership Income Tax,"Villanueva, Loretta",Reviewer,,Extension Filed,Mcdaniels,0,51305,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,No Selection
4/5/2024,DuBuque - Lehner,Estimated Tax Payments (Ind),"Gray, Kori",Preparer,,Waiting For Info,Bonham,0.5,51332,"Gray, Kori","Gray, Kori",,,Tax,Partner
6/5/2024,DuBuque - Lehner,Estimated Tax Payments (Ind),"Gray, Kori",Preparer,,Waiting For Info,Bonham,0.5,51332,"Gray, Kori","Gray, Kori",,,Tax,Partner
9/5/2024,DuBuque - Lehner,Estimated Tax Payments (Ind),"Gray, Kori",Preparer,,Waiting For Info,Bonham,0.5,51332,"Gray, Kori","Gray, Kori",,,Tax,Partner
4/15/2024,DuBuque - Lehner,Individual Income Tax,No Selection,Reviewer,,Waiting For Info,Bonham,1.5,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Senior
4/15/2024,DuBuque - Lehner,Individual Income Tax,Intern,Preparer,,Waiting For Info,Bonham,2,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,DuBuque - Lehner,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Bonham,1,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,"Reilly, Murazik and Conn",Individual Income Tax,No Selection,Reviewer,,Waiting For Info,Bonham,3,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Senior
4/15/2024,"Reilly, Murazik and Conn",Individual Income Tax,Intern,Preparer,,Waiting For Info,Bonham,4,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,"Reilly, Murazik and Conn",Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Bonham,2,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,Hamill Inc,Individual Income Tax,No Selection,Reviewer,,Waiting For Info,Bonham,0.5,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Senior
4/15/2024,Hamill Inc,Individual Income Tax,Intern,Preparer,,Waiting For Info,Bonham,0.5,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,Hamill Inc,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Bonham,0.5,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,O'Reilly - Champlin,Individual Income Tax,No Selection,Reviewer,,Waiting For Info,Bonham,1,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Senior
4/15/2024,O'Reilly - Champlin,Individual Income Tax,Intern,Preparer,,Waiting For Info,Bonham,3,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,O'Reilly - Champlin,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Bonham,0.5,51332,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
12/31/2024,Adams - Bogisich,Projection,"Olsen, Murphy",Reviewer,,Waiting For Info,Crooks,1,51339,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Supervisor
12/31/2024,Adams - Bogisich,Projection,"Gray, Kori",Reviewer,,Waiting For Info,Crooks,0.5,51339,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Partner
12/31/2024,Adams - Bogisich,Projection,"Chen, Lyla",Preparer,,Waiting For Info,Crooks,2,51339,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Associate
4/15/2024,Mertz - Stanton,Trust Income Tax,Intern,Preparer,,Waiting For Info,Ricci,2,51344,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Intern
4/15/2024,Mertz - Stanton,Trust Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,Ricci,1,51344,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Manager
4/15/2024,Maggio Group,Trust Income Tax,Intern,Preparer,,Waiting For Info,Ricci,2,51345,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Intern
4/15/2024,Maggio Group,Trust Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,Ricci,1,51345,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Manager
9/30/2024,"Lebsack, Tillman and Crona",Compilation,No Selection,Preparer,,Waiting For Info,Sams,25,51351,"Gray, Kori","Gray, Kori",,Staff Pool,Audit,Senior
9/30/2024,"Lebsack, Tillman and Crona",Compilation,"Lugo, Kyree",Tech Reviewer,,Waiting For Info,Sams,2,51351,"Gray, Kori","Gray, Kori",,Staff Pool,Audit,Manager
9/30/2024,"Lebsack, Tillman and Crona",Compilation,"Gray, Kori",Reviewer,,Waiting For Info,Sams,7,51351,"Gray, Kori","Gray, Kori",,Staff Pool,Audit,Manager
9/30/2024,"Lebsack, Tillman and Crona",Compilation,"Ibarra, Dream",Reviewer,,Waiting For Info,Sams,7,51351,"Gray, Kori","Gray, Kori",,Staff Pool,Audit,Senior
9/30/2024,"Lebsack, Tillman and Crona",Compilation,"Middleton, Cecilia",Reviewer,,Waiting For Info,Sams,5,51351,"Gray, Kori","Gray, Kori",,Staff Pool,Audit,Manager
4/15/2024,Krajcik Group,Partnership Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Vanmeter,1,51372,"Duran, Angel","Duran, Angel",SMLLC,Intern Pool,Tax,Senior
4/15/2024,Krajcik Group,Partnership Income Tax,"Middleton, Cecilia",Reviewer,,Waiting For Info,Vanmeter,2,51372,"Duran, Angel","Duran, Angel",SMLLC,Intern Pool,Tax,Manager
4/15/2024,Krajcik Group,Partnership Income Tax,"Chen, Lyla",Preparer,,Waiting For Info,Vanmeter,3,51372,"Duran, Angel","Duran, Angel",SMLLC,Intern Pool,Tax,Associate
4/15/2024,"Reinger, Howe and Heller",Trust Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,ZZINDIV,1,51387,"Gray, Kori","Gray, Kori",Fiduciary Tax Return,Intern Pool,Tax,Manager
4/15/2024,"Reinger, Howe and Heller",Trust Income Tax,Intern,Preparer,,Waiting For Info,ZZINDIV,4,51387,"Gray, Kori","Gray, Kori",Fiduciary Tax Return,Intern Pool,Tax,Intern
4/15/2024,"Reinger, Howe and Heller",Trust Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,ZZINDIV,0.5,51387,"Gray, Kori","Gray, Kori",Fiduciary Tax Return,Intern Pool,Tax,Partner
5/7/2024,"Goodwin, Hintz and Kertzmann",Business Property Tax Returns (571),No Selection,Reviewer,,Waiting For Info,Bonham,2,51394,"Tanner, Maximiliano","Gray, Kori",Taylor Ranch,,Tax,Supervisor
5/7/2024,"Goodwin, Hintz and Kertzmann",Business Property Tax Returns (571),"Gray, Kori",Reviewer,,Waiting For Info,Bonham,0.5,51394,"Tanner, Maximiliano","Gray, Kori",Taylor Ranch,,Tax,Partner
8/15/2024,"Goodwin, Hintz and Kertzmann",Non-Profit Income Tax - Private Foundations,"Pacheco, Louisa",Preparer,,Waiting For Info,Bonham,30,51394,"Gray, Kori","Gray, Kori",,,Tax,Associate
8/15/2024,"Goodwin, Hintz and Kertzmann",Non-Profit Income Tax - Private Foundations,"Olsen, Murphy",Reviewer,,Waiting For Info,Bonham,15,51394,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
8/15/2024,"Goodwin, Hintz and Kertzmann",Non-Profit Income Tax - Private Foundations,"Gray, Kori",Reviewer,,Waiting For Info,Bonham,7,51394,"Gray, Kori","Gray, Kori",,,Tax,Partner
4/15/2024,Hilll LLC,Individual Gift Tax,No Selection,Preparer,,Waiting For Info,Robertson,5,51403,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Associate
4/15/2024,Hilll LLC,Individual Gift Tax,"Gray, Kori",Reviewer,,Waiting For Info,Robertson,1,51403,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Partner
4/15/2024,Hilll LLC,Individual Gift Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Robertson,3,51403,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Manager
4/15/2024,"Erdman, Bins and Goyette",Individual Income Tax,No Selection,Reviewer,,Waiting For Info,Jordan,5,51411,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Supervisor
4/15/2024,"Erdman, Bins and Goyette",Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Jordan,4,51411,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Manager
4/15/2024,"Erdman, Bins and Goyette",Individual Income Tax,"Schwartz, Amari",Preparer,,Waiting For Info,Jordan,10,51411,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Associate
4/30/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Bonham,0.5,51425,"Gray, Kori","Gray, Kori",Q1,,Tax,Manager
4/30/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Bonham,0.25,51425,"Gray, Kori","Gray, Kori",Q1,,Tax,Partner
4/30/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Bonham,3,51425,"Gray, Kori","Gray, Kori",Q1,,Tax,No Selection
7/31/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Bonham,1,51425,"Gray, Kori","Gray, Kori",Q2,,Tax,Manager
7/31/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Bonham,0.25,51425,"Gray, Kori","Gray, Kori",Q2,,Tax,Partner
7/31/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Bonham,3,51425,"Gray, Kori","Gray, Kori",Q2,,Tax,No Selection
10/31/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Bonham,0.5,51425,"Gray, Kori","Gray, Kori",Q3,,Tax,Manager
10/31/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Bonham,0.25,51425,"Gray, Kori","Gray, Kori",Q3,,Tax,Partner
10/31/2024,"Gerlach, King and Ullrich",Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Bonham,3,51425,"Gray, Kori","Gray, Kori",Q3,,Tax,No Selection
4/15/2024,Murazik and Sons,Trust Income Tax,No Selection,Preparer,,Waiting For Info,Jordan,2,51430,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Supervisor
4/15/2024,Murazik and Sons,Trust Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Jordan,1,51430,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Manager
4/15/2024,Sauer - Conroy,Trust Income Tax,No Selection,Preparer,,Waiting For Info,Jordan,2,51431,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Supervisor
4/15/2024,Sauer - Conroy,Trust Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Jordan,1,51431,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Manager
9/15/2024,Dach - Johns,Partnership Income Tax,"Dennis, Nicholas",Reviewer,,Extension Filed,Vanmeter,10,51466,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,No Selection
9/15/2024,Dach - Johns,Partnership Income Tax,"Duran, Angel",Reviewer,,Extension Filed,Vanmeter,8,51466,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Senior
9/15/2024,Dach - Johns,Partnership Income Tax,"Chen, Lyla",Preparer,,Extension Filed,Vanmeter,16,51466,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Associate
4/15/2024,"Douglas, Buckridge and Hauck",Individual Income Tax,"Gutierrez, Joyce",Preparer,,Waiting For Info,Berkley,6,51469,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Associate
4/15/2024,"Douglas, Buckridge and Hauck",Individual Income Tax,"Olsen, Murphy",Reviewer,,Waiting For Info,Berkley,3,51469,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Supervisor
4/15/2024,"Douglas, Buckridge and Hauck",Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Berkley,1,51469,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,"Douglas, Buckridge and Hauck",Individual Income Tax,"Middleton, Cecilia",Reviewer,,Waiting For Info,Berkley,0.25,51469,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Manager
12/23/2024,"Douglas, Buckridge and Hauck",Projection,"Olsen, Murphy",Preparer,,Waiting For Info,Berkley,3,51469,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
12/23/2024,"Douglas, Buckridge and Hauck",Projection,"Gray, Kori",Reviewer,,Waiting For Info,Berkley,1,51469,"Gray, Kori","Gray, Kori",,,Tax,Partner
4/15/2024,"Douglas, Buckridge and Hauck",Foreign Accounts Form 114,"Gutierrez, Joyce",Preparer,,Waiting For Info,Berkley,1,51469,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Associate
4/15/2024,"Douglas, Buckridge and Hauck",Foreign Accounts Form 114,"Gray, Kori",Reviewer,,Waiting For Info,Berkley,0.5,51469,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Partner
10/15/2024,Wunsch LLC,Corporate Income Tax,No Selection,Reviewer,,Waiting For Info,Thelen,3,51471,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Supervisor
10/15/2024,Wunsch LLC,Corporate Income Tax,"Gutierrez, Joyce",Preparer,,Waiting For Info,Thelen,6,51471,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Associate
10/15/2024,Wunsch LLC,Corporate Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Thelen,1,51471,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
4/15/2024,Daugherty - Auer,Individual Income Tax,Intern,Preparer,,Waiting For Info,Ha,4,51482,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,Daugherty - Auer,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Ha,2,51482,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,White - Rempel,Individual Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Armijo,2,51483,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Manager
4/15/2024,White - Rempel,Individual Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Armijo,2,51483,"Gardner, Asa","Gardner, Asa",Children's returns (3),Intern Pool,Tax,Manager
4/15/2024,White - Rempel,Individual Income Tax,Intern,Preparer,,Waiting For Info,Armijo,8,51483,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Intern
4/15/2024,White - Rempel,Individual Income Tax,Intern,Preparer,,Waiting For Info,Armijo,4,51483,"Gardner, Asa","Gardner, Asa",Children's returns (3),Intern Pool,Tax,Intern
4/15/2024,White - Rempel,Individual Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Armijo,1,51483,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Partner
4/15/2024,White - Rempel,Individual Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Armijo,1,51483,"Gardner, Asa","Gardner, Asa",Children's returns (3),Intern Pool,Tax,Partner
4/15/2024,White - Rempel,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Armijo,1,51483,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Partner
4/15/2024,White - Rempel,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Armijo,1,51483,"Gardner, Asa","Gardner, Asa",Children's returns (3),Intern Pool,Tax,Partner
4/15/2024,"Pagac, Larson and Torp",Individual Gift Tax,No Selection,Preparer,,Waiting For Info,Sams,5,51521,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Senior
4/15/2024,"Pagac, Larson and Torp",Individual Gift Tax,"Gray, Kori",Reviewer,,Waiting For Info,Sams,2,51521,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Manager
4/15/2024,"Pagac, Larson and Torp",Individual Gift Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Sams,3,51521,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Manager
1/5/2024,"Pagac, Larson and Torp",Projection,No Selection,Preparer,,Waiting For Info,Sams,3,51521,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Associate
1/5/2024,"Pagac, Larson and Torp",Projection,"Gray, Kori",Reviewer,,Waiting For Info,Sams,1,51521,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Partner
1/5/2024,"Pagac, Larson and Torp",Projection,"Middleton, Cecilia",Reviewer,,Waiting For Info,Sams,1,51521,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Supervisor
5/15/2024,Sporer - Koelpin,Non-Profit Income Tax,"Holt, Oaklyn",Preparer,,Waiting For Info,Toombs,20,51530,"Brady, Ares","Brady, Ares",,Staff Pool,TAX,Senior
5/15/2024,Sporer - Koelpin,Non-Profit Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Toombs,1,51530,"Brady, Ares","Brady, Ares",,Staff Pool,TAX,Manager
5/15/2024,Sporer - Koelpin,Non-Profit Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,Toombs,5,51530,"Brady, Ares","Brady, Ares",,Staff Pool,TAX,Manager
5/15/2024,Sporer - Koelpin,Non-Profit Income Tax,"Ibarra, Dream",Reviewer,,Waiting For Info,Toombs,15,51530,"Brady, Ares","Brady, Ares",,Staff Pool,TAX,Senior
5/15/2024,Sporer - Koelpin,Foreign Accounts Form 114,No Selection,Preparer,,Waiting For Info,Toombs,0.5,51530,"Brady, Ares","Brady, Ares",114A,Staff Pool,TAX,No Selection
5/15/2024,Sporer - Koelpin,Foreign Accounts Form 114,"Gray, Kori",Reviewer,,Waiting For Info,Toombs,0.25,51530,"Brady, Ares","Brady, Ares",114A,Staff Pool,TAX,Partner
9/30/2024,Nicolas LLC,Trust Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Johansen,8,51537,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax & Acctg/Bkkg Serv,Manager
9/30/2024,Nicolas LLC,Trust Income Tax,"Villanueva, Loretta",Reviewer,,Waiting For Info,Johansen,7,51537,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax & Acctg/Bkkg Serv,Manager
9/30/2024,Nicolas LLC,Trust Income Tax,"Morrow, Gordon",Preparer,,Waiting For Info,Johansen,7,51537,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax & Acctg/Bkkg Serv,No Selection
10/15/2024,Hagenes Inc,Corporate Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Schumann,1,51553,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
10/15/2024,Hagenes Inc,Corporate Income Tax,"Romero, Guadalupe",Preparer,,Waiting For Info,Schumann,4,51553,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Associate
4/15/2024,"Flatley, Zieme and Steuber",Corporate Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Beall,1,51563,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Partner
4/15/2024,"Flatley, Zieme and Steuber",Corporate Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Beall,1,51563,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Partner
4/15/2024,"Flatley, Zieme and Steuber",Corporate Income Tax,"Chen, Lyla",Preparer,,Waiting For Info,Beall,1,51563,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Associate
4/15/2024,Marquardt and Sons,Partnership Income Tax,Intern,Preparer,,Waiting For Info,Malin,1,51573,"Gardner, Asa","Gardner, Asa",SMLLC,Intern Pool,Tax,Intern
4/15/2024,Marquardt and Sons,Partnership Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Malin,0.5,51573,"Gardner, Asa","Gardner, Asa",SMLLC,Intern Pool,Tax,Partner
4/15/2024,"Schmitt, Kiehn and Koelpin",Individual Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Kirkman,1,51582,"Duran, Angel","Duran, Angel",,Intern Pool,Tax,Partner
4/15/2024,"Schmitt, Kiehn and Koelpin",Individual Income Tax,"Small, Diego",Preparer,,Waiting For Info,Kirkman,6,51582,"Duran, Angel","Duran, Angel",,Intern Pool,Tax,Associate
